数据集ID,数据资源名称,数据领域,数据资源类型,开放属性,baseline_candidate,sensitivity_selected_count,sensitivity_selected_share,PotentialUse_CRITIC_percentile,ActualUse_type_percentile,DormantScore_rule,robustness_rank
O2813841502025060,徐汇区化学原料和化学制品制造业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9931858685396792,0.0205538727823453,0.9726319957573338,1.0
O2813841502026103,徐汇区_安全隐患监管一体机_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9800817695775238,0.0075724794461272,0.9725092901313966,1.0001048327916973
O2813841502025068,徐汇区建筑装饰、装修和其他建筑业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9958066883321104,0.0240155776720034,0.971791110660107,1.0002096655833945
O2813841502026058,徐汇区华泾镇_消火栓按钮传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9717999790334416,0.0022717438338381,0.9695282351996035,1.0003144983750918
O2813841502025071,徐汇区机动车、电子产品和日用产品修理业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.99695984904078,0.0276936391172652,0.9692662099235149,1.000419331166789
O2813841502026052,徐汇区斜土街道_火灾烟雾探测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9703323199496804,0.0022717438338381,0.9680605761158423,1.0005241639584863
O2813841502026030,徐汇区康健街道_火灾烟雾探测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9695984904077996,0.0022717438338381,0.9673267465739614,1.0006289967501836
O2813841502026034,徐汇区枫林街道_火灾烟雾探测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.969283992032708,0.0022717438338381,0.9670122481988699,1.0007338295418808
O2813841502026032,徐汇区华泾镇_火灾烟雾探测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.97452563161757,0.0075724794461272,0.9669531521714428,1.000838662333578
O2813841502026051,徐汇区天平街道_门体状态探测传感器(gsm版)_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9687598280742216,0.0022717438338381,0.9664880842403835,1.0009434951252751
O2813841502025072,徐汇区橡胶和塑料制品业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9902505503721564,0.0240155776720034,0.966234972700153,1.0010483279169724
O2813841502026043,徐汇区华泾镇_门体状态探测传感器(gsm版)_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9778802809518816,0.0123323236694071,0.9655479572824746,1.0011531607086697
O2813841502026046,徐汇区斜土街道_门体状态探测传感器(gsm版)_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9719048118251388,0.0075724794461272,0.9643323323790116,1.001257993500367
O2813841502026062,徐汇区华泾镇_感温探测器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9661390082817906,0.0022717438338381,0.9638672644479525,1.0013628262920642
O2813841502025067,徐汇区废弃资源综合利用业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.991403711080826,0.0276936391172652,0.9637100719635608,1.0014676590837615
O2813841502026139,徐汇区_门体状态探测传感器_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9798721039941294,0.0163349199480744,0.9635371840460549,1.0015724918754585
O2813841502025070,徐汇区文教、工美、体育和娱乐用品制造业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9949680259985324,0.0323453050627434,0.962622720935789,1.0016773246671558
O2813841502025069,徐汇区房地产业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9897263864136702,0.0276936391172652,0.962032747296405,1.001782157458853
O2813841502026115,徐汇区_室外消火栓末端压力_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.963727854072754,0.0022717438338381,0.9614561102389159,1.0018869902505503
O2813841502026054,徐汇区虹梅街道_火灾烟雾探测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9686549952825244,0.0075724794461272,0.9610825158363973,1.0019918230422475
O2813841502026035,徐汇区康健街道_门体状态探测传感器(gsm版)_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9729531397421112,0.0123323236694071,0.9606208160727041,1.0020966558339448
O2813841502025061,徐汇区印刷和记录媒介复制业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.992661704581193,0.0323453050627434,0.9603163995184496,1.002201488625642
O2813841502026061,徐汇区龙华街道_火灾烟雾探测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9678163329489464,0.0075724794461272,0.9602438535028193,1.0023063214173393
O2813841502026053,徐汇区湖南街道_输入输出模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9619456966139008,0.0022717438338381,0.9596739527800627,1.0024111542090366
O2813841502025078,徐汇区装卸搬运和仓储业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9873152322046336,0.0276936391172652,0.9596215930873684,1.0025159870007339
O2813841502026067,徐汇区虹梅街道_门体状态探测传感器(gsm版)_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9669776706153684,0.0075724794461272,0.9594051911692413,1.0026208197924311
O2813841502025092,徐汇区居民服务业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9917182094559178,0.0323453050627434,0.9593729043931745,1.0027256525841284
O2813841502025080,徐汇区资本市场服务单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9868959010378446,0.0276936391172652,0.9592022619205794,1.0028304853758256
O2813841502026116,徐汇区_末端试水电动阀_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9604780375301394,0.0022717438338381,0.9582062936963013,1.002935318167523
O2813841502025062,徐汇区商务服务业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9954921899570186,0.037321505841627,0.9581706841153916,1.0030401509592202
O2813841502025064,徐汇区土木工程建筑业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9901457175804592,0.0323453050627434,0.9578004125177159,1.0031449837509174
O2813841502025095,徐汇区批发业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.990040884788762,0.0323453050627434,0.9576955797260186,1.0032498165426147
O2813841502026033,徐汇区田林街道_门禁设备_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9584862144878918,0.0022717438338381,0.9562144706540537,1.0033546493343117
O2813841502026156,徐汇区_楼道堆物监测传感器_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9573330537792222,0.0022717438338381,0.9550613099453841,1.003459482126009
O2813841502026108,徐汇区_压力开关传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9625746933640844,0.0075724794461272,0.9550022139179573,1.0035643149177063
O2813841502026068,徐汇区华泾镇_手动火灾报警按钮_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9707516511164692,0.0163349199480744,0.9544167311683949,1.0036691477094035
O2813841502026102,徐汇区_正压风机传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9747352972009644,0.0205538727823453,0.9541814244186191,1.0037739805011008
O2813841502026042,徐汇区凌云街道_感温探测器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9607925359052312,0.0075724794461272,0.953220056459104,1.0038788132927978
O2813841502026063,徐汇区华泾镇_火灾探测器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9655100115316072,0.0123323236694071,0.9531776878622001,1.003983646084495
O2813841502026037,徐汇区虹梅街道_输入输出模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9735821364922947,0.0205538727823453,0.9530282637099494,1.0040884788761923
O2813841502025083,徐汇区金属制品业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9852185763706888,0.0323453050627434,0.9528732713079454,1.0041933116678896
O2813841502025058,徐汇区体育业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9894118880385784,0.037321505841627,0.9520903821969514,1.0042981444595869
O2813841502026079,徐汇区湖南街道_门体状态探测传感器(gsm版)_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9643568508229374,0.0123323236694071,0.9520245271535304,1.0044029772512841
O2813841502026047,徐汇区天平街道_火灾烟雾探测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9683404969074326,0.0163349199480744,0.9520055769593583,1.0045078100429814
O2813841502026069,徐汇区枫林街道_输入输出模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9595345424048642,0.0075724794461272,0.9519620629587371,1.0046126428346787
O2813841502026073,徐汇区凌云街道_消火栓按钮传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9641471852395428,0.0123323236694071,0.9518148615701357,1.004717475626376
O2813841502026031,徐汇区龙华街道_门禁设备_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9592200440297726,0.0075724794461272,0.9516475645836454,1.0048223084180732
O2813841502025077,徐汇区纺织服装、服饰业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.988782891288395,0.037321505841627,0.9514613854467681,1.0049271412097704
O2813841502026056,徐汇区漕河泾街道_模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9588007128629836,0.0075724794461272,0.9512282334168565,1.0050319740014677
O2813841502026107,徐汇区_广告牌安全监测_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9716951462417444,0.0205538727823453,0.951141273459399,1.005136806793165
O2813841502025102,徐汇区食品制造业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9876297305797254,0.037321505841627,0.9503082247380984,1.0052416395848622
O2813841502025082,徐汇区邮政业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9825977565782577,0.0323453050627434,0.9502524515155143,1.0053464723765595
O2813841502026097,徐汇区_送风阀口传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9664535066568822,0.0163349199480744,0.9501185867088078,1.0054513051682568
O2813841502026065,徐汇区龙华街道_点型感烟探测器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9621553621972954,0.0123323236694071,0.9498230385278883,1.005556137959954
O2813841502026059,徐汇区凌云街道_手动火灾报警按钮_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9658245099066988,0.0163349199480744,0.9494895899586244,1.005660970751651
O2813841502026127,徐汇区_门体状态探测传感器(nb版)_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9731628053255058,0.0240155776720034,0.9491472276535025,1.0057658035433483
O2813841502026077,徐汇区漕河泾街道_输入输出模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9614215326554146,0.0123323236694071,0.9490892089860076,1.0058706363350456
O2813841502025065,徐汇区娱乐业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9908795471223398,0.0424058848983124,0.9484736622240274,1.0059754691267428
O2813841502025057,徐汇区专用设备制造业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9907747143306426,0.0424058848983124,0.9483688294323301,1.0060803019184401
O2813841502026055,徐汇区枫林街道_输入模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9557605619037636,0.0075724794461272,0.9481880824576364,1.0061851347101374
O2813841502025059,徐汇区农副食品加工业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9905650487472482,0.0424058848983124,0.9481591638489357,1.0062899675018344
O2813841502026100,徐汇区_车辆地磁探测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9644616836146348,0.0163349199480744,0.9481267636665605,1.0063948002935317
O2813841502026074,徐汇区天平街道_火灾探测器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9556557291120662,0.0075724794461272,0.948083249665939,1.006499633085229
O2813841502026044,徐汇区康健街道_感烟探测器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9600587063633504,0.0123323236694071,0.9477263826939434,1.0066044658769262
O2813841502026167,徐汇区_结构监测多元传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9496802599853236,0.0022717438338381,0.9474085161514855,1.0067092986686235
O2813841502026153,徐汇区_倾斜监测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9549218995701856,0.0075724794461272,0.9473494201240584,1.0068141314603207
O2813841502026151,徐汇区_蓝牙嗅探传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9548170667784884,0.0075724794461272,0.9472445873323613,1.006918964252018
O2813841502026064,徐汇区天平街道_门禁设备_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9547122339867912,0.0075724794461272,0.947139754540664,1.0070237970437153
O2813841502025091,徐汇区土地管理业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9843799140371108,0.037321505841627,0.9470584081954838,1.0071286298354125
O2813841502026161,徐汇区_噪音检测传感器_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9541880700283047,0.0075724794461272,0.9466155905821776,1.0072334626271098
O2813841502025076,徐汇区租赁业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9834364189118356,0.037321505841627,0.9461149130702087,1.007338295418807
O2813841502026078,徐汇区天平街道_输入输出模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9582765489044972,0.0123323236694071,0.9459442252350901,1.0074431282105043
O2813841502026152,徐汇区_消防控制柜传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9580668833211028,0.0123323236694071,0.9457345596516957,1.0075479610022016
O2813841502026109,徐汇区_倾角震动传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9575427193626166,0.0123323236694071,0.9452103956932095,1.0076527937938988
O2813841502026066,徐汇区天平街道_感温探测器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9574378865709194,0.0123323236694071,0.9451055629015124,1.007757626585596
O2813841502026040,徐汇区枫林街道_模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9613166998637174,0.0163349199480744,0.944981779915643,1.0078624593772934
O2813841502026160,徐汇区_防火门监控器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9471642729845896,0.0022717438338381,0.9448925291507515,1.0079672921689906
O2813841502025085,徐汇区专业技术服务业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9918230422476152,0.047382085677196,0.9444409565704192,1.0080721249606877
O2813841502026138,徐汇区_垃圾满溢探测传感器_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9647761819897264,0.0205538727823453,0.944222309207381,1.008176957752385
O2813841502026172,徐汇区_电弧灭弧探测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9508334206939932,0.0075724794461272,0.9432609412478661,1.0082817905440822
O2813841502026164,徐汇区_空调控制器_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.950728587902296,0.0075724794461272,0.9431561084561688,1.0083866233357794
O2813841502026057,徐汇区斜土街道_输入模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9553412307369744,0.0123323236694071,0.9430089070675673,1.0084914561274767
O2813841502026111,徐汇区_消防主管网压力_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9635181884893594,0.0205538727823453,0.9429643157070141,1.008596288919174
O2813841502026076,徐汇区长桥街道_消火栓按钮传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9629940245308732,0.0205538727823453,0.9424401517485279,1.008701121710871
O2813841502026060,徐汇区漕河泾街道_输入模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9586958800712864,0.0163349199480744,0.9423609601232119,1.0088059545025683
O2813841502026028,徐汇区斜土街道_门禁设备_物联设备信息,城市建设,数据产品,有条件开放,1,54,1.0,0.9546074011950938,0.0123323236694071,0.9422750775256867,1.0089107872942655
O2813841502025094,徐汇区房屋建筑业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9845895796205052,0.0424058848983124,0.9421836947221928,1.0090156200859628
O2813841502026039,徐汇区虹梅街道_输入模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9583813816961946,0.0163349199480744,0.9420464617481201,1.00912045287766
O2813841502026080,徐汇区天平街道_消火栓按钮传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9623650277806898,0.0205538727823453,0.9418111549983444,1.0092252856693573
O2813841502026162,徐汇区_火焰探测器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9440192892336724,0.0022717438338381,0.9417475453998343,1.0093301184610546
O2813841502025086,徐汇区互联网和相关服务单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9888877240800924,0.047382085677196,0.9415056384028964,1.0094349512527518
O2813841502026150,徐汇区_喷淋泵反馈_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9488415976517456,0.0075724794461272,0.9412691182056184,1.009539784044449
O2813841502026159,徐汇区_电表监控传感器_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.953454240486424,0.0123323236694071,0.941121916817017,1.0096446168361464
O2813841502026075,徐汇区虹梅街道_门禁设备_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9531397421113325,0.0123323236694071,0.9408074184419254,1.0097494496278436
O2813841502026095,徐汇区_智能面板灯_物联设备信息,城市建设,数据产品,有条件开放,1,54,1.0,0.9570185554041304,0.0163349199480744,0.9406836354560559,1.009854282419541
O2813841502026158,徐汇区_消防泵反馈_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9428661285250026,0.0022717438338381,0.9405943846911645,1.0099591152112382
O2813841502026157,徐汇区_红外火灾探测器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9481077681098647,0.0075724794461272,0.9405352886637376,1.0100639480029354
O2813841502026099,徐汇区_卷帘半降_物联设备信息,城市建设,数据产品,有条件开放,1,54,1.0,0.9477932697347732,0.0075724794461272,0.940220790288646,1.0101687807946327
O2813841502026166,徐汇区_消防补风机传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9470594401928925,0.0075724794461272,0.9394869607467653,1.01027361358633
O2813841502025074,徐汇区研究和试验发展单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9867910682461474,0.047382085677196,0.9394089825689513,1.0103784463780272
O2813841502026163,徐汇区_中继模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9416081350246356,0.0022717438338381,0.9393363911907975,1.0104832791697242
O2813841502026171,徐汇区_排烟窗传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9415033022329384,0.0022717438338381,0.9392315583991003,1.0105881119614215
O2813841502026141,徐汇区_挡烟垂壁传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9554460635286718,0.0163349199480744,0.9391111435805974,1.0106929447531188
O2813841502025093,徐汇区建筑安装业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9855330747457804,0.047382085677196,0.9381509890685844,1.010797777544816
O2813841502026149,徐汇区_线型感温探测器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9543977356116994,0.0163349199480744,0.938062815663625,1.0109026103365133
O2813841502026045,徐汇区虹梅街道_模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9585910472795892,0.0205538727823453,0.9380371744972439,1.0110074431282106
O2813841502026173,徐汇区_裂缝监测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9455917811091308,0.0075724794461272,0.9380193016630036,1.0111122759199076
O2813841502026128,徐汇区_电气火灾监控报警器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.970227487157983,0.0323453050627434,0.9378821820952397,1.0112171087116049
O2813841502026104,徐汇区_蓝牙基站_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9540832372366076,0.0163349199480744,0.9377483172885333,1.0113219415033021
O2813841502026147,徐汇区_消防水泵_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.945172449942342,0.0075724794461272,0.9375999704962148,1.0114267742949994
O2813841502026124,徐汇区_控制模块(应急照明强启)_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9794527728273404,0.0424058848983124,0.937046887929028,1.0115316070866966
O2813841502026123,徐汇区_气体检测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.969388824824405,0.0323453050627434,0.9370435197616617,1.011636439878394
O2813841502025075,徐汇区科技推广和应用服务业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9792955236397946,0.0424058848983124,0.9368896387414821,1.0117412726700912
O2813841502026154,徐汇区_报警阀_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.944333787608764,0.0075724794461272,0.9367613081626368,1.0118461054617884
O2813841502026041,徐汇区湖南街道_火灾烟雾探测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9690743264493134,0.0323453050627434,0.93672902138657,1.0119509382534857
O2813841502026165,徐汇区_打印机_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9385679840654156,0.0022717438338381,0.9362962402315775,1.012055771045183
O2813841502026144,徐汇区_声光警报传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9567040570290388,0.0205538727823453,0.9361501842466935,1.0121606038368802
O2813841502026170,徐汇区_消防水池_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9383583184820212,0.0022717438338381,0.9360865746481831,1.0122654366285775
O2813841502025073,徐汇区电气机械和器材制造业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9927665373728902,0.0567935958459541,0.9359729415269361,1.0123702694202747
O2813841502026105,徐汇区_门禁释放_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9564943914456442,0.0205538727823453,0.9359405186632989,1.012475102211972
O2813841502026168,徐汇区_泡沫液泵_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9380438201069294,0.0022717438338381,0.9357720762730913,1.0125799350036693
O2813841502026148,徐汇区_放气指示灯_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9519865814026628,0.0163349199480744,0.9356516614545884,1.0126847677953665
O2813841502026143,徐汇区_抓拍摄像机_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9514624174441766,0.0163349199480744,0.9351274974961021,1.0127896005870638
O2813841502025096,徐汇区教育单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9819687598280742,0.047382085677196,0.9345866741508781,1.0128944333787608
O2813841502025103,徐汇区餐饮业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9911940454974316,0.0567935958459541,0.9344004496514775,1.012999266170458
O2813841502026142,徐汇区_气体灭火控制器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9563895586539468,0.0240155776720034,0.9323739809819435,1.0131040989621554
O2813841502025112,徐汇区单位食堂企业,民生服务,数据产品,有条件开放,1,54,1.0,0.993081035747982,0.0612289052358286,0.9318521305121534,1.0132089317538526
O2813841502026155,徐汇区_智能手环（守护宝）_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9558653946954608,0.0240155776720034,0.9318498170234575,1.0133137645455499
O2813841502026146,徐汇区_排烟阀口传感器_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9510430862773877,0.0205538727823453,0.9304892134950423,1.013418597337247
O2813841502026126,徐汇区_探测回路控制器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9581717161128,0.0276936391172652,0.9304780769955349,1.0135234301289442
O2813841502026145,徐汇区_压力计_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9461159450676172,0.0163349199480744,0.9297810251195429,1.0136282629206415
O2813841502026137,徐汇区_管网监测传感器_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9503092567355068,0.0205538727823453,0.9297553839531615,1.0137330957123387
O2813841502026136,徐汇区_常闭送风口_物联设备信息,城市建设,数据产品,有条件开放,1,54,1.0,0.94601111227592,0.0163349199480744,0.9296761923278456,1.013837928504036
O2813841502025099,徐汇区货币金融服务单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9863717370793584,0.0567935958459541,0.9295781412334043,1.0139427612957332
O2813841502026169,徐汇区_无线摄像机_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.936576161023168,0.0075724794461272,0.9290036815770408,1.0140475940874305
O2813841502025066,徐汇区广播、电视、电影和录音制作业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.9942341964566516,0.0653396797922977,0.9288945166643539,1.0141524268791278
O2813841502026098,徐汇区_睡眠仪_物联设备信息,卫生健康,数据产品,有条件开放,1,54,1.0,0.9603732047384422,0.0323453050627434,0.9280278996756989,1.014257259670825
O2813841502025088,徐汇区住宿业单位,经济建设,数据产品,有条件开放,1,54,1.0,0.984484746828808,0.0567935958459541,0.9276911509828539,1.0143620924625223
O2813841502026131,徐汇区_水压监测传感器_物联设备信息,民生服务,数据产品,有条件开放,1,54,1.0,0.9699129887828912,0.0424058848983124,0.9275071038845788,1.0144669252542196
O2813841502026140,徐汇区_全景鹰眼_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9478981025264704,0.0205538727823453,0.9273442297441251,1.0145717580459168
O2813841502026082,徐汇区湖南街道_门禁设备_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9513575846524792,0.0240155776720034,0.9273420069804759,1.014676590837614
O2813841502026084,徐汇区湖南街道_输入模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9474787713596812,0.0205538727823453,0.9269248985773358,1.0147814236293113
O2813841502026081,徐汇区凌云街道_模块_物联设备信息,公共安全,数据产品,有条件开放,1,54,1.0,0.9462207778593144,0.0205538727823453,0.925666905076969,1.0148862564210086
